date,CVS,Price Chopper,SUNY Albany,Walgreens,Albany Armory,Hannaford,Times Union Center,Walmart,Queensbury Mall
2021-03-18 03:40:30,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:35:36,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:30:33,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:25:40,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:20:29,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:15:34,Available Schenectady Troy ,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:10:31,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:05:35,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 03:00:42,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:55:27,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:50:30,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:45:28,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:40:29,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:35:32,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:30:32,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:25:32,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:20:35,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:15:31,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:10:30,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:05:33,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 02:00:34,Unavailable,Available Albany(10) Albany(8) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:55:38,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:50:31,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:45:30,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:40:33,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:35:42,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:30:32,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:25:32,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:20:30,Unavailable,Available Albany(10) Albany(9) Albany(10) Troy(10) Guilderland(10) Clifton Park(7) Glenmont(9) Renselaer(10) Scotia(11),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:15:35,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:10:31,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:05:32,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 01:02:13,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:55:30,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:50:29,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:45:28,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:40:30,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:35:28,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:30:24,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:25:27,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:20:32,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(8) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:15:32,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(9) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:10:31,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(9) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:05:44,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(10) Glenmont(9) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-18 00:00:30,Unavailable,Available Albany(10) Albany(10) Albany(10) Troy(10) Guilderland(10) Clifton Park(10) Glenmont(10) Renselaer(10) Scotia(10),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:55:29,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:50:33,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:45:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:40:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:35:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:30:42,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:25:29,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:20:31,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:15:31,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:10:40,Unavailable,Available Troy(1),Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:05:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 23:00:35,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:55:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:50:40,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:45:37,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:40:28,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:35:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:30:37,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:25:44,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:20:32,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:15:41,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:10:33,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:05:27,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 22:00:47,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:55:35,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:50:37,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:45:35,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:40:39,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:36:21,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:30:50,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:25:56,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:20:50,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:15:44,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:10:46,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:05:37,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 21:01:21,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:56:27,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:50:49,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:45:42,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:40:43,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:36:06,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:30:35,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:25:45,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:21:14,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:15:35,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:13:49,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:05:52,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 20:01:08,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 19:56:36,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Valatie Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 19:51:27,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 19:47:19,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
2021-03-17 19:40:56,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Available Wynantskill Altamont Latham Clifton Park Niskayuna Saratoga Springs Amsterdam,Unavailable,Unavailable,AvailableQueensbury Aviation Mall - Sears 
